
param Generacion :=
17 33 9 0.7698
17 33 10 0.857
17 33 11 0.8634
17 33 12 1.0588
17 33 13 0.9464
17 33 14 0.9215
17 33 15 0.9086
17 33 16 0.6427
17 33 17 0.5322
17 33 18 0.3206
17 33 19 0.1064
17 33 20 0.0
17 33 21 0.0
17 33 22 0.0
17 33 23 0.0
17 33 24 0.0
18 2 1 0.0
18 2 2 0.0
18 2 3 0.0
18 2 4 0.0
18 2 5 0.0
18 2 6 0.1084
18 2 7 0.272
18 2 8 0.5102
18 2 9 0.7661
18 2 10 0.853
18 2 11 0.8763
18 2 12 1.0821
18 2 13 0.8829
18 2 14 0.8806
18 2 15 0.8696
18 2 16 0.6972
18 2 17 0.5447
18 2 18 0.3008
18 2 19 0.1033
18 2 20 0.0
18 2 21 0.0
18 2 22 0.0
18 2 23 0.0
18 2 24 0.0
18 3 1 0.0
18 3 2 0.0
18 3 3 0.0
18 3 4 0.0
18 3 5 0.0
18 3 6 0.097
18 3 7 0.2811
18 3 8 0.4618
18 3 9 0.7009
18 3 10 0.9014
18 3 11 0.9223
18 3 12 1.0671
18 3 13 0.9858
18 3 14 0.8809
18 3 15 0.8807
18 3 16 0.7403
18 3 17 0.5118
18 3 18 0.2771
18 3 19 0.1036
18 3 20 0.0
18 3 21 0.0
18 3 22 0.0
18 3 23 0.0
18 3 24 0.0
18 4 1 0.0
18 4 2 0.0
18 4 3 0.0
18 4 4 0.0
18 4 5 0.0
18 4 6 0.0907
18 4 7 0.2877
18 4 8 0.4988
18 4 9 0.643
18 4 10 0.8395
18 4 11 0.9314
18 4 12 1.054
18 4 13 0.9077
18 4 14 1.0068
18 4 15 0.8424
18 4 16 0.6525
18 4 17 0.4506
18 4 18 0.3076
18 4 19 0.0927
18 4 20 0.0
18 4 21 0.0
18 4 22 0.0
18 4 23 0.0
18 4 24 0.0
18 5 1 0.0
18 5 2 0.0
18 5 3 0.0
18 5 4 0.0
18 5 5 0.0
18 5 6 0.0989
18 5 7 0.2706
18 5 8 0.4753
18 5 9 0.6397
18 5 10 0.8369
18 5 11 0.8845
18 5 12 1.085
18 5 13 1.0308
18 5 14 0.842
18 5 15 0.9285
18 5 16 0.6566
18 5 17 0.4862
18 5 18 0.313
18 5 19 0.1081
18 5 20 0.0
18 5 21 0.0
18 5 22 0.0
18 5 23 0.0
18 5 24 0.0
18 6 1 0.0
18 6 2 0.0
18 6 3 0.0
18 6 4 0.0
18 6 5 0.0
18 6 6 0.0974
18 6 7 0.3112
18 6 8 0.5352
18 6 9 0.7289
18 6 10 0.853
18 6 11 0.9382
18 6 12 1.078
18 6 13 0.8957
18 6 14 0.8803
18 6 15 0.8521
18 6 16 0.6672
18 6 17 0.4872
18 6 18 0.3233
18 6 19 0.1099
18 6 20 0.0
18 6 21 0.0
18 6 22 0.0
18 6 23 0.0
18 6 24 0.0
18 7 1 0.0
18 7 2 0.0
18 7 3 0.0
18 7 4 0.0
18 7 5 0.0
18 7 6 0.1071
18 7 7 0.3095
18 7 8 0.4582
18 7 9 0.6942
18 7 10 0.8887
18 7 11 0.9931
18 7 12 1.003
18 7 13 0.9523
18 7 14 0.8797
18 7 15 0.816
18 7 16 0.6392
18 7 17 0.5433
18 7 18 0.3143
18 7 19 0.0921
18 7 20 0.0
18 7 21 0.0
18 7 22 0.0
18 7 23 0.0
18 7 24 0.0
18 8 1 0.0
18 8 2 0.0
18 8 3 0.0
18 8 4 0.0
18 8 5 0.0
18 8 6 0.1007
18 8 7 0.275
18 8 8 0.4609
18 8 9 0.759
18 8 10 0.9174
18 8 11 0.966
18 8 12 1.0967
18 8 13 0.8937
18 8 14 0.9748
18 8 15 0.8569
18 8 16 0.6965
18 8 17 0.5402
18 8 18 0.2894
18 8 19 0.0912
18 8 20 0.0
18 8 21 0.0
18 8 22 0.0
18 8 23 0.0
18 8 24 0.0
18 9 1 0.0
18 9 2 0.0
18 9 3 0.0
18 9 4 0.0
18 9 5 0.0
18 9 6 0.1025
18 9 7 0.2966
18 9 8 0.4993
18 9 9 0.6776
18 9 10 0.8201
18 9 11 0.9135
18 9 12 0.9962
18 9 13 1.0077
18 9 14 0.8399
18 9 15 0.9249
18 9 16 0.7643
18 9 17 0.4949
18 9 18 0.3131
18 9 19 0.0921
18 9 20 0.0
18 9 21 0.0
18 9 22 0.0
18 9 23 0.0
18 9 24 0.0
18 10 1 0.0
18 10 2 0.0
18 10 3 0.0
18 10 4 0.0
18 10 5 0.0
18 10 6 0.1054
18 10 7 0.2984
18 10 8 0.5488
18 10 9 0.734
18 10 10 0.903
18 10 11 0.8673
18 10 12 0.9212
18 10 13 1.0213
18 10 14 0.9388
18 10 15 0.7806
18 10 16 0.7119
18 10 17 0.4649
18 10 18 0.3158
18 10 19 0.0907
18 10 20 0.0
18 10 21 0.0
18 10 22 0.0
18 10 23 0.0
18 10 24 0.0
18 11 1 0.0
18 11 2 0.0
18 11 3 0.0
18 11 4 0.0
18 11 5 0.0
18 11 6 0.0931
18 11 7 0.3162
18 11 8 0.4975
18 11 9 0.6667
18 11 10 0.8389
18 11 11 0.9225
18 11 12 1.0288
18 11 13 1.006
18 11 14 0.8492
18 11 15 0.7985
18 11 16 0.6515
18 11 17 0.513
18 11 18 0.2882
18 11 19 0.1075
18 11 20 0.0
18 11 21 0.0
18 11 22 0.0
18 11 23 0.0
18 11 24 0.0
18 12 1 0.0
18 12 2 0.0
18 12 3 0.0
18 12 4 0.0
18 12 5 0.0
18 12 6 0.1006
18 12 7 0.3285
18 12 8 0.5332
18 12 9 0.7177
18 12 10 0.892
18 12 11 0.9104
18 12 12 0.9865
18 12 13 0.9766
18 12 14 0.9017
18 12 15 0.8029
18 12 16 0.7067
18 12 17 0.4939
18 12 18 0.2743
18 12 19 0.0951
18 12 20 0.0
18 12 21 0.0
18 12 22 0.0
18 12 23 0.0
18 12 24 0.0
18 13 1 0.0
18 13 2 0.0
18 13 3 0.0
18 13 4 0.0
18 13 5 0.0
18 13 6 0.1044
18 13 7 0.292
18 13 8 0.4853
18 13 9 0.7404
18 13 10 0.7753
18 13 11 0.8565
18 13 12 1.0897
18 13 13 0.9559
18 13 14 0.9216
18 13 15 0.8627
18 13 16 0.7547
18 13 17 0.462
18 13 18 0.2792
18 13 19 0.0915
18 13 20 0.0
18 13 21 0.0
18 13 22 0.0
18 13 23 0.0
18 13 24 0.0
18 14 1 0.0
18 14 2 0.0
18 14 3 0.0
18 14 4 0.0
18 14 5 0.0
18 14 6 0.0962
18 14 7 0.3079
18 14 8 0.4588
18 14 9 0.6417
18 14 10 0.8764
18 14 11 0.9708
18 14 12 1.0835
18 14 13 0.9923
18 14 14 0.8874
18 14 15 0.9125
18 14 16 0.7628
18 14 17 0.5211
18 14 18 0.2916
18 14 19 0.1013
18 14 20 0.0
18 14 21 0.0
18 14 22 0.0
18 14 23 0.0
18 14 24 0.0
18 15 1 0.0
18 15 2 0.0
18 15 3 0.0
18 15 4 0.0
18 15 5 0.0
18 15 6 0.0963
18 15 7 0.3211
18 15 8 0.5126
18 15 9 0.7139
18 15 10 0.8296
18 15 11 0.9105
18 15 12 0.9911
18 15 13 1.0491
18 15 14 0.971
18 15 15 0.7937
18 15 16 0.7191
18 15 17 0.4844
18 15 18 0.2902
18 15 19 0.1022
18 15 20 0.0
18 15 21 0.0
18 15 22 0.0
18 15 23 0.0
18 15 24 0.0
18 16 1 0.0
18 16 2 0.0
18 16 3 0.0
18 16 4 0.0
18 16 5 0.0
18 16 6 0.0967
18 16 7 0.3146
18 16 8 0.5286
18 16 9 0.7279
18 16 10 0.8778
18 16 11 0.8754
18 16 12 1.0101
18 16 13 1.0663
18 16 14 0.968
18 16 15 0.9211
18 16 16 0.6965
18 16 17 0.5291
18 16 18 0.3126
18 16 19 0.095
18 16 20 0.0
18 16 21 0.0
18 16 22 0.0
18 16 23 0.0
18 16 24 0.0
18 17 1 0.0
18 17 2 0.0
18 17 3 0.0
18 17 4 0.0
18 17 5 0.0
18 17 6 0.1091
18 17 7 0.3027
18 17 8 0.5189
18 17 9 0.7111
18 17 10 0.7814
18 17 11 0.8589
18 17 12 1.0197
18 17 13 0.8944
18 17 14 0.9453
18 17 15 0.8114
18 17 16 0.7519
18 17 17 0.5132
18 17 18 0.3141
18 17 19 0.091
18 17 20 0.0
18 17 21 0.0
18 17 22 0.0
18 17 23 0.0
18 17 24 0.0
18 18 1 0.0
18 18 2 0.0
18 18 3 0.0
18 18 4 0.0
18 18 5 0.0
18 18 6 0.0921
18 18 7 0.3008
18 18 8 0.5423
18 18 9 0.7641
18 18 10 0.8563
18 18 11 1.0135
18 18 12 1.0474
18 18 13 1.0496
18 18 14 0.9576
18 18 15 0.8287
18 18 16 0.7671
18 18 17 0.4707
18 18 18 0.29
18 18 19 0.0967
18 18 20 0.0
18 18 21 0.0
18 18 22 0.0
18 18 23 0.0
18 18 24 0.0
18 19 1 0.0
18 19 2 0.0
18 19 3 0.0
18 19 4 0.0
18 19 5 0.0
18 19 6 0.1099
18 19 7 0.2898
18 19 8 0.4681
18 19 9 0.7191
18 19 10 0.8409
18 19 11 1.0039
18 19 12 1.096
18 19 13 0.9875
18 19 14 1.0052
18 19 15 0.8472
18 19 16 0.7017
18 19 17 0.5205
18 19 18 0.2732
18 19 19 0.0901
18 19 20 0.0
18 19 21 0.0
18 19 22 0.0
18 19 23 0.0
18 19 24 0.0
18 20 1 0.0
18 20 2 0.0
18 20 3 0.0
18 20 4 0.0
18 20 5 0.0
18 20 6 0.094
18 20 7 0.2956
18 20 8 0.4912
18 20 9 0.7328
18 20 10 0.8041
18 20 11 0.8572
18 20 12 1.0495
18 20 13 1.0349
18 20 14 0.9703
18 20 15 0.9269
18 20 16 0.7018
18 20 17 0.5389
18 20 18 0.2897
18 20 19 0.1063
18 20 20 0.0
18 20 21 0.0
18 20 22 0.0
18 20 23 0.0
18 20 24 0.0
18 21 1 0.0
18 21 2 0.0
18 21 3 0.0
18 21 4 0.0
18 21 5 0.0
18 21 6 0.093
18 21 7 0.305
18 21 8 0.5239
18 21 9 0.7202
18 21 10 0.9191
18 21 11 0.9555
18 21 12 0.9185
18 21 13 0.8926
18 21 14 0.8568
18 21 15 0.8065
18 21 16 0.6428
18 21 17 0.5495
18 21 18 0.2757
18 21 19 0.0935
18 21 20 0.0
18 21 21 0.0
18 21 22 0.0
18 21 23 0.0
18 21 24 0.0
18 22 1 0.0
18 22 2 0.0
18 22 3 0.0
18 22 4 0.0
18 22 5 0.0
18 22 6 0.1014
18 22 7 0.2872
18 22 8 0.5155
18 22 9 0.7146
18 22 10 0.9254
18 22 11 0.9675
18 22 12 0.9649
18 22 13 0.9545
18 22 14 0.9613
18 22 15 0.8299
18 22 16 0.718
18 22 17 0.54
18 22 18 0.296
18 22 19 0.1051
18 22 20 0.0
18 22 21 0.0
18 22 22 0.0
18 22 23 0.0
18 22 24 0.0
18 23 1 0.0
18 23 2 0.0
18 23 3 0.0
18 23 4 0.0
18 23 5 0.0
18 23 6 0.1062
18 23 7 0.3283
18 23 8 0.544
18 23 9 0.7493
18 23 10 0.7957
18 23 11 0.8783
18 23 12 0.9069
18 23 13 0.9243
18 23 14 0.8504
18 23 15 0.8723
18 23 16 0.7556
18 23 17 0.5104
18 23 18 0.3183
18 23 19 0.1068
18 23 20 0.0
18 23 21 0.0
18 23 22 0.0
18 23 23 0.0
18 23 24 0.0
18 24 1 0.0
18 24 2 0.0
18 24 3 0.0
18 24 4 0.0
18 24 5 0.0
18 24 6 0.1093
18 24 7 0.3177
18 24 8 0.5426
18 24 9 0.7378
18 24 10 0.8532
18 24 11 0.8825
18 24 12 0.9683
18 24 13 1.0295
18 24 14 1.0054
18 24 15 0.7819
18 24 16 0.6654
18 24 17 0.5229
18 24 18 0.3228
18 24 19 0.0934
18 24 20 0.0
18 24 21 0.0
18 24 22 0.0
18 24 23 0.0
18 24 24 0.0
18 25 1 0.0
18 25 2 0.0
18 25 3 0.0
18 25 4 0.0
18 25 5 0.0
18 25 6 0.0951
18 25 7 0.314
18 25 8 0.4678
18 25 9 0.6483
18 25 10 0.9205
18 25 11 0.8609
18 25 12 0.902
18 25 13 0.9436
18 25 14 0.8807
18 25 15 0.7988
18 25 16 0.6308
18 25 17 0.5394
18 25 18 0.3148
18 25 19 0.108
18 25 20 0.0
18 25 21 0.0
18 25 22 0.0
18 25 23 0.0
18 25 24 0.0
18 26 1 0.0
18 26 2 0.0
18 26 3 0.0
18 26 4 0.0
18 26 5 0.0
18 26 6 0.0978
18 26 7 0.3134
18 26 8 0.4587
18 26 9 0.7651
18 26 10 0.7887
18 26 11 0.9659
18 26 12 1.0639
18 26 13 0.8951
18 26 14 0.986
18 26 15 0.7888
18 26 16 0.7495
18 26 17 0.4889
18 26 18 0.2904
18 26 19 0.0979
18 26 20 0.0
18 26 21 0.0
18 26 22 0.0
18 26 23 0.0
18 26 24 0.0
18 27 1 0.0
18 27 2 0.0
18 27 3 0.0
18 27 4 0.0
18 27 5 0.0
18 27 6 0.0935
18 27 7 0.3105
18 27 8 0.5239
18 27 9 0.7063
18 27 10 0.7787
18 27 11 0.8936
18 27 12 0.9652
18 27 13 1.0519
18 27 14 0.8902
18 27 15 0.7653
18 27 16 0.6785
18 27 17 0.4798
18 27 18 0.2897
18 27 19 0.1043
18 27 20 0.0
18 27 21 0.0
18 27 22 0.0
18 27 23 0.0
18 27 24 0.0
18 28 1 0.0
18 28 2 0.0
18 28 3 0.0
18 28 4 0.0
18 28 5 0.0
18 28 6 0.097
18 28 7 0.2754
18 28 8 0.5048
18 28 9 0.6333
18 28 10 0.914
18 28 11 0.8703
18 28 12 1.0877
18 28 13 1.0244
18 28 14 0.8608
18 28 15 0.7783
18 28 16 0.7091
18 28 17 0.5312
18 28 18 0.3209
18 28 19 0.1047
18 28 20 0.0
18 28 21 0.0
18 28 22 0.0
18 28 23 0.0
18 28 24 0.0
18 29 1 0.0
18 29 2 0.0
18 29 3 0.0
18 29 4 0.0
18 29 5 0.0
18 29 6 0.0902
18 29 7 0.2802
18 29 8 0.5439
18 29 9 0.7297
18 29 10 0.8038
18 29 11 0.8752
18 29 12 1.0384
18 29 13 0.976
18 29 14 0.8686
18 29 15 0.7908
18 29 16 0.7685
18 29 17 0.4693
18 29 18 0.2904
18 29 19 0.1036
18 29 20 0.0
18 29 21 0.0
18 29 22 0.0
18 29 23 0.0
18 29 24 0.0
18 30 1 0.0
18 30 2 0.0
18 30 3 0.0
18 30 4 0.0
18 30 5 0.0
18 30 6 0.0951
18 30 7 0.3038
18 30 8 0.4767
18 30 9 0.6969
18 30 10 0.9307
18 30 11 0.9925
18 30 12 1.0292
18 30 13 0.9082
18 30 14 1.0027
18 30 15 0.8813
18 30 16 0.6458
18 30 17 0.5358
18 30 18 0.3197
18 30 19 0.093
18 30 20 0.0
18 30 21 0.0
18 30 22 0.0
18 30 23 0.0
18 30 24 0.0
18 31 1 0.0
18 31 2 0.0
18 31 3 0.0
18 31 4 0.0
18 31 5 0.0
18 31 6 0.1096
18 31 7 0.3123
18 31 8 0.463
18 31 9 0.7556
18 31 10 0.9311
18 31 11 0.9913
18 31 12 1.0397
18 31 13 0.9814
18 31 14 0.8311
18 31 15 0.9049
18 31 16 0.698
18 31 17 0.454
18 31 18 0.2901
18 31 19 0.0987
18 31 20 0.0
18 31 21 0.0
18 31 22 0.0
18 31 23 0.0
18 31 24 0.0
18 32 1 0.0
18 32 2 0.0
18 32 3 0.0
18 32 4 0.0
18 32 5 0.0
18 32 6 0.0925
18 32 7 0.2808
18 32 8 0.5445
18 32 9 0.7063
18 32 10 0.8749
18 32 11 0.9627
18 32 12 1.0843
18 32 13 0.9707
18 32 14 0.871
18 32 15 0.7999
18 32 16 0.6346
18 32 17 0.4548
18 32 18 0.2929
18 32 19 0.1051
18 32 20 0.0
18 32 21 0.0
18 32 22 0.0
18 32 23 0.0
18 32 24 0.0
18 33 1 0.0
18 33 2 0.0
18 33 3 0.0
18 33 4 0.0
18 33 5 0.0
18 33 6 0.0986
18 33 7 0.3282
18 33 8 0.5048
18 33 9 0.7155
18 33 10 0.8723
18 33 11 0.9383
18 33 12 0.9269
18 33 13 1.0483
18 33 14 0.9606
18 33 15 0.8459
18 33 16 0.7007
18 33 17 0.496
18 33 18 0.2785
18 33 19 0.1023
18 33 20 0.0
18 33 21 0.0
18 33 22 0.0
18 33 23 0.0
18 33 24 0.0
19 2 1 0.0
19 2 2 0.0
19 2 3 0.0
19 2 4 0.0
19 2 5 0.0
19 2 6 0.1098
19 2 7 0.3199
19 2 8 0.4617
19 2 9 0.676
19 2 10 0.8599
19 2 11 0.8866
19 2 12 1.0112
19 2 13 0.8943
19 2 14 0.9843
19 2 15 0.7699
19 2 16 0.7282
19 2 17 0.4667
19 2 18 0.3144
19 2 19 0.0988
19 2 20 0.0
19 2 21 0.0
19 2 22 0.0
19 2 23 0.0
19 2 24 0.0
19 3 1 0.0
19 3 2 0.0
19 3 3 0.0
19 3 4 0.0
19 3 5 0.0
19 3 6 0.0986
19 3 7 0.2722
19 3 8 0.5279
19 3 9 0.7667
19 3 10 0.7899
19 3 11 1.0351
19 3 12 1.0841
19 3 13 1.0419
19 3 14 0.9402
19 3 15 0.8637
19 3 16 0.7127
19 3 17 0.4588
19 3 18 0.3154
19 3 19 0.1011
19 3 20 0.0
19 3 21 0.0
19 3 22 0.0
19 3 23 0.0
19 3 24 0.0
19 4 1 0.0
19 4 2 0.0
19 4 3 0.0
19 4 4 0.0
19 4 5 0.0
19 4 6 0.0915
19 4 7 0.3236
19 4 8 0.5132
19 4 9 0.7297
19 4 10 0.8458
19 4 11 0.942
19 4 12 1.0643
19 4 13 1.0031
19 4 14 0.93
19 4 15 0.8907
19 4 16 0.6627
19 4 17 0.5157
19 4 18 0.286
19 4 19 0.0968
19 4 20 0.0
19 4 21 0.0
19 4 22 0.0
19 4 23 0.0
19 4 24 0.0
19 5 1 0.0
19 5 2 0.0
19 5 3 0.0
19 5 4 0.0
19 5 5 0.0
19 5 6 0.1013
19 5 7 0.2708
19 5 8 0.5313
19 5 9 0.6565
19 5 10 0.8193
19 5 11 0.9437
19 5 12 1.084
19 5 13 0.9807
19 5 14 0.8913
19 5 15 0.869
19 5 16 0.7567
19 5 17 0.5479
19 5 18 0.2727
19 5 19 0.1013
19 5 20 0.0
19 5 21 0.0
19 5 22 0.0
19 5 23 0.0
19 5 24 0.0
19 6 1 0.0
19 6 2 0.0
19 6 3 0.0
19 6 4 0.0
19 6 5 0.0
19 6 6 0.1029
19 6 7 0.3051
19 6 8 0.5491
19 6 9 0.7285
19 6 10 0.8188
19 6 11 0.9916
19 6 12 0.9965
19 6 13 1.03
19 6 14 1.0048
19 6 15 0.8371
19 6 16 0.7532
19 6 17 0.5097
19 6 18 0.322
19 6 19 0.0904
19 6 20 0.0
19 6 21 0.0
19 6 22 0.0
19 6 23 0.0
19 6 24 0.0
19 7 1 0.0
19 7 2 0.0
19 7 3 0.0
19 7 4 0.0
19 7 5 0.0
19 7 6 0.1009
19 7 7 0.3156
19 7 8 0.5247
19 7 9 0.7577
19 7 10 0.7803
19 7 11 0.9689
19 7 12 1.0803
19 7 13 1.0202
19 7 14 0.8968
19 7 15 0.9337
19 7 16 0.6363
19 7 17 0.5477
19 7 18 0.2841
19 7 19 0.0979
19 7 20 0.0
19 7 21 0.0
19 7 22 0.0
19 7 23 0.0
19 7 24 0.0
19 8 1 0.0
19 8 2 0.0
19 8 3 0.0
19 8 4 0.0
19 8 5 0.0
19 8 6 0.1036
19 8 7 0.2965
19 8 8 0.5359
19 8 9 0.7067
19 8 10 0.8835
19 8 11 1.0323
19 8 12 0.9596
19 8 13 1.0109
19 8 14 0.8651
19 8 15 0.9168
19 8 16 0.7671
19 8 17 0.4795
19 8 18 0.3205
19 8 19 0.09
19 8 20 0.0
19 8 21 0.0
19 8 22 0.0
19 8 23 0.0
19 8 24 0.0
19 9 1 0.0
19 9 2 0.0
19 9 3 0.0
19 9 4 0.0
19 9 5 0.0
19 9 6 0.1044
19 9 7 0.3137
19 9 8 0.4604
19 9 9 0.6822
19 9 10 0.7726
19 9 11 0.8628
19 9 12 0.9037
19 9 13 0.9429
19 9 14 0.8679
19 9 15 0.7664
19 9 16 0.7285
19 9 17 0.5109
19 9 18 0.3204
19 9 19 0.0989
19 9 20 0.0
19 9 21 0.0
19 9 22 0.0
19 9 23 0.0
19 9 24 0.0
19 10 1 0.0
19 10 2 0.0
19 10 3 0.0
19 10 4 0.0
19 10 5 0.0
19 10 6 0.1026
19 10 7 0.3015
19 10 8 0.4508
19 10 9 0.7143
19 10 10 0.8736
19 10 11 0.9139
19 10 12 1.009
19 10 13 0.9717
19 10 14 0.9601
19 10 15 0.81
19 10 16 0.6967
19 10 17 0.5495
19 10 18 0.2799
19 10 19 0.0981
19 10 20 0.0
19 10 21 0.0
19 10 22 0.0
19 10 23 0.0
19 10 24 0.0
19 11 1 0.0
19 11 2 0.0
19 11 3 0.0
19 11 4 0.0
19 11 5 0.0
19 11 6 0.1005
19 11 7 0.3178
19 11 8 0.5292
19 11 9 0.6824
19 11 10 0.7826
19 11 11 0.9764
19 11 12 0.9927
19 11 13 0.9599
19 11 14 0.9718
19 11 15 0.8633
19 11 16 0.6361
19 11 17 0.5405
19 11 18 0.3042
19 11 19 0.1043
19 11 20 0.0
19 11 21 0.0
19 11 22 0.0
19 11 23 0.0
19 11 24 0.0
19 12 1 0.0
19 12 2 0.0
19 12 3 0.0
19 12 4 0.0
19 12 5 0.0
19 12 6 0.1015
19 12 7 0.3127
19 12 8 0.4761
19 12 9 0.7079
19 12 10 0.7851
19 12 11 0.9894
19 12 12 0.9238
19 12 13 1.0463
19 12 14 0.9274
19 12 15 0.8906
19 12 16 0.7647
19 12 17 0.4771
19 12 18 0.3237
19 12 19 0.097
19 12 20 0.0
19 12 21 0.0
19 12 22 0.0
19 12 23 0.0
19 12 24 0.0
19 13 1 0.0
19 13 2 0.0
19 13 3 0.0
19 13 4 0.0
19 13 5 0.0
19 13 6 0.1018
19 13 7 0.2868
19 13 8 0.5467
19 13 9 0.6987
19 13 10 0.7979
19 13 11 1.0208
19 13 12 1.0652
19 13 13 1.0639
19 13 14 0.9893
19 13 15 0.9017
19 13 16 0.7086
19 13 17 0.4961
19 13 18 0.2766
19 13 19 0.1006
19 13 20 0.0
19 13 21 0.0
19 13 22 0.0
19 13 23 0.0
19 13 24 0.0
19 14 1 0.0
19 14 2 0.0
19 14 3 0.0
19 14 4 0.0
19 14 5 0.0
19 14 6 0.096
19 14 7 0.3023
19 14 8 0.4544
19 14 9 0.7483
19 14 10 0.8467
19 14 11 0.8902
19 14 12 1.071
19 14 13 0.8875
19 14 14 0.8707
19 14 15 0.9126
19 14 16 0.6464
19 14 17 0.54
19 14 18 0.3041
19 14 19 0.1002
19 14 20 0.0
19 14 21 0.0
19 14 22 0.0
19 14 23 0.0
19 14 24 0.0
19 15 1 0.0
19 15 2 0.0
19 15 3 0.0
19 15 4 0.0
19 15 5 0.0
19 15 6 0.1056
19 15 7 0.2811
19 15 8 0.4869
19 15 9 0.7651
19 15 10 0.845
19 15 11 0.8688
19 15 12 1.0614
19 15 13 0.9828
19 15 14 0.8931
19 15 15 0.8002
19 15 16 0.719
19 15 17 0.5197
19 15 18 0.3189
19 15 19 0.0984
19 15 20 0.0
19 15 21 0.0
19 15 22 0.0
19 15 23 0.0
19 15 24 0.0
19 16 1 0.0
19 16 2 0.0
19 16 3 0.0
19 16 4 0.0
19 16 5 0.0
19 16 6 0.0929
19 16 7 0.3167
19 16 8 0.5375
19 16 9 0.6972
19 16 10 0.7753
19 16 11 1.013
19 16 12 0.9283
19 16 13 0.8968
19 16 14 0.8363
19 16 15 0.7695
19 16 16 0.6739
19 16 17 0.4765
19 16 18 0.3061
19 16 19 0.1054
19 16 20 0.0
19 16 21 0.0
19 16 22 0.0
19 16 23 0.0
19 16 24 0.0
19 17 1 0.0
19 17 2 0.0
19 17 3 0.0
19 17 4 0.0
19 17 5 0.0
19 17 6 0.0931
19 17 7 0.2832
19 17 8 0.5335
19 17 9 0.6893
19 17 10 0.9349
19 17 11 0.9068
19 17 12 0.9785
19 17 13 1.0526
19 17 14 1.0067
19 17 15 0.8836
19 17 16 0.6951
19 17 17 0.55
19 17 18 0.3119
19 17 19 0.0981
19 17 20 0.0
19 17 21 0.0
19 17 22 0.0
19 17 23 0.0
19 17 24 0.0
19 18 1 0.0
19 18 2 0.0
19 18 3 0.0
19 18 4 0.0
19 18 5 0.0
19 18 6 0.1049
19 18 7 0.3038
19 18 8 0.4771
19 18 9 0.6463
19 18 10 0.9293
19 18 11 0.9409
19 18 12 1.0101
19 18 13 0.9143
19 18 14 0.9875
19 18 15 0.791
19 18 16 0.6479
19 18 17 0.4785
19 18 18 0.3275
19 18 19 0.0931
19 18 20 0.0
19 18 21 0.0
19 18 22 0.0
19 18 23 0.0
19 18 24 0.0
19 19 1 0.0
19 19 2 0.0
19 19 3 0.0
19 19 4 0.0
19 19 5 0.0
19 19 6 0.107
19 19 7 0.2875
19 19 8 0.4725
19 19 9 0.7581
19 19 10 0.7651
19 19 11 0.9479
19 19 12 1.058
19 19 13 1.0159
19 19 14 0.9602
19 19 15 0.7756
19 19 16 0.6446
19 19 17 0.5349
19 19 18 0.3213
19 19 19 0.0963
19 19 20 0.0
19 19 21 0.0
19 19 22 0.0
19 19 23 0.0
19 19 24 0.0
19 20 1 0.0
19 20 2 0.0
19 20 3 0.0
19 20 4 0.0
19 20 5 0.0
19 20 6 0.1021
19 20 7 0.3262
19 20 8 0.4909
19 20 9 0.6881
19 20 10 0.839
19 20 11 0.8652
19 20 12 0.9252
19 20 13 0.8854
19 20 14 0.9137
19 20 15 0.8721
19 20 16 0.743
19 20 17 0.4687
19 20 18 0.3177
19 20 19 0.1031
19 20 20 0.0
19 20 21 0.0
19 20 22 0.0
19 20 23 0.0
19 20 24 0.0
19 21 1 0.0
19 21 2 0.0
19 21 3 0.0
19 21 4 0.0
19 21 5 0.0
19 21 6 0.0982
19 21 7 0.3012
19 21 8 0.4691
19 21 9 0.6847
19 21 10 0.8796
19 21 11 1.04
19 21 12 0.9317
19 21 13 0.9579
19 21 14 0.9762
19 21 15 0.8698
19 21 16 0.7325
19 21 17 0.4656
19 21 18 0.2805
19 21 19 0.0968
19 21 20 0.0
19 21 21 0.0
19 21 22 0.0
19 21 23 0.0
19 21 24 0.0
19 22 1 0.0
19 22 2 0.0
19 22 3 0.0
19 22 4 0.0
19 22 5 0.0
19 22 6 0.1024
19 22 7 0.2884
19 22 8 0.4661
19 22 9 0.752
19 22 10 0.7845
19 22 11 1.0166
19 22 12 0.9692
19 22 13 1.0226
19 22 14 0.8812
19 22 15 0.8447
19 22 16 0.6603
19 22 17 0.5437
19 22 18 0.3045
19 22 19 0.0916
19 22 20 0.0
19 22 21 0.0
19 22 22 0.0
19 22 23 0.0
19 22 24 0.0
19 23 1 0.0
19 23 2 0.0
19 23 3 0.0
19 23 4 0.0
19 23 5 0.0
19 23 6 0.0906
19 23 7 0.3092
19 23 8 0.4614
19 23 9 0.6319
19 23 10 0.8537
19 23 11 0.9004
19 23 12 1.0602
19 23 13 0.988
19 23 14 0.9013
19 23 15 0.9329
19 23 16 0.6513
19 23 17 0.5214
19 23 18 0.2779
19 23 19 0.1009
19 23 20 0.0
19 23 21 0.0
19 23 22 0.0
19 23 23 0.0
19 23 24 0.0
19 24 1 0.0
19 24 2 0.0
19 24 3 0.0
19 24 4 0.0
19 24 5 0.0
19 24 6 0.1036
19 24 7 0.2804
19 24 8 0.4838
19 24 9 0.6666
19 24 10 0.7897
19 24 11 0.952
19 24 12 0.9921
19 24 13 0.9549
19 24 14 0.9554
19 24 15 0.8308
19 24 16 0.7227
